aid,sub,本科学校档次,本科专业,本科成绩和算法、排名,其他说明,研究生专业,研究生成绩和算法、排名,研究生学校档次,IELTS_Overall,IELTS_R,IELTS_L,IELTS_S,IELTS_W,TOEFL_Overall,TOEFL_R,TOEFL_L,TOEFL_S,TOEFL_W,GRE_Overall,GRE_V,GRE_Q,GRE_AW,GMAT_Overall,GMAT_Q,GMAT_V,LSAT
2324025,,211,中文,,,,,,7,8,7.5,6,6.5,,,,,,,,,,,,,
2324010,,211,经济,,,,,,,,,,,106,28,28,22,28,330,160,170,4,,,,
2324022,,211,经济管理,84，75%,一个 国内 的 金融 工程 会议 一些 数学 建模 的 比赛,,,,,,,,,93,26,26,18,23,,,,,,,,
2324041,,211,风景园林,78.66,,风景园林,86.78,清华/北大/中科大,6.5,7,7,6,6,,,,,,,,,,,,,
2324023,,211,数学与应用数学,88.88/100,一个 智库 实习 一个,,,,,,,,,106,30,30,22,24,328,159,169,3.5,,,,
2324016,,211,城乡规划,3.42/4.0,一篇 国际 会议 论文 二作普 推国 创市 创 成员 个 国内 竞赛 二 三等奖 和 提名 次 校级 奖学金 三份 实习 两份 国内 规划院 一份 初创 公司 另有 合格 另外 做 了 认证 认证 后绩 点 为 但 只 提交 给 有 明确要求 的 院校,,,,7,8.5,8.5,6,5.5,,,,,,318,152,166,3.5,,,,
2324045,,211 & 985,英语,3.5,,,,,,,,,,104,30,27,22,25,326,158,168,3.5,,,,
2324053,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,经济学,87.8,一段 交换 一段 暑校   挑战杯   几个 奖学金   无 论文 无,,,,,,,,,,,,,,,,,,,,,
2324032,,清华/北大/中科大,人文学科 + 经济学双学位,3.689,申请   无 中介       推荐信 主要 是 本校 老师 经济学 老师 位 一封 政治学 的 老师 从 大二 一直 跟着 做 调研 和 本研 无 交换 比较 遗憾 无暑 研无 海外 牛 推   基本 的 经济学 和 数学课程 无 研究生 课程 数学 和 经济学 绩点 平平 我 估计 大概 也 就 - ？ 所有 月 前 的 申请 都 没交 之后 月份 和 交 了,,,,,,,,,,,,,,325,155,170,4.0,,,,
2324060,,UESTC,集成电路设计与集成系统,3.77/4.0,,,,,6.5,8,6,6,6.5,,,,,,,,,,,,,
2324132,,211,汉语国际教育,86.4,高中语文 教师资格 普通话 证书 奖学金 两年 出版社   网站   教育 机构   对外汉语 教师   等 实习 两篇 比较 水 的 省刊 论文   分,,,,7,7.5,7,6.5,6,,,,,,,,,,,,,
2324131,,211,社会学,3.72/4.00,,,,,7,8.5,7.5,6,6,,,,,,322,156,166,3.5,,,,
2324153,,211 & 985,建筑学,3.9/4.0,没有 竞赛 获奖 有 两次 经历,,,,7.5,8,8.5,6,6.5,,,,,,,,,,,,,
2324090,,淡江大學,Educational Technology,3.94/4,两个 快消 人力资源 培训 实习 经验 一个 台湾 星级 酒店 人力资源 培训 项目 经验 一个 日本 交换,,,,7,7,8,6.5,6,,,,,,,,,,,,,
2324079,,985,中文/历史,3.81/4.0; 1/29,大大小小 五段 科研 经历 其中 两段 海外,,,,,,,,,108,28,30,22,28,322,153,169,3.5,,,,
2324163,,上海科技大学,材料科学与工程,40%,暂时 没有 以后 更新,,,,,,,,,100,26,28,22,24,321,158,163,3.5,,,,
2324175,,211,工商管理,3.0/4,段 实习 都 是 会计 和 私募 类 的,,,,7,7.5,8.5,6,5.5,,,,,,,,,,,,,
2324206,,双非,生命科学,3/40,两段 校内 水 科研 跟 生信 无关 大三 交换 一 学期 做 了 个 生信 的 小 项目 大四 上 至今 生信 相关 毕设 很 低 所以 没 写 出来 以及 看 出来 不怎么 这个,,,,,,,,,106,29,29,22,26,,,,,,,,
2324177,,211 & 985,法学,S,,,,,,,,,,,,,,,,,,,,,,
2324195,,211 & 985,public administration,88.42,,public administration,3.83,211 & 985,,,,,,102,28,26,23,25,320,155,165,3.5,,,,
2324159,,,,,,,,,,,,,,,,,,,,,,,,,,
2324071,,清华/北大/中科大,基础医学,WES 3.86,心理学 双学位 段 实习 网络平台 咨询 类 留言 回复 心理 热线 精神科 医院 心理咨询 工作室 段 相关 科研 临床 心理学 神经科学 参加 过 学校 办 的 朋辈 辅导员 培训 另外 有个 和 人 打交道 的 社团活动 志愿 活动,,,,,,,,,109,26,30,24,29,327,158,169,3.5,,,,
2324217,,211,法学,AA,有 内 所 和 法院 的 实习,,,,,,,,,,,,,,,,,,,,,
2324218,,211 & 985,城乡规划,3.7/5.0,第一个 来自 保底 校 感谢 希望 其他 的 也 快快 来,,,,,,,,,97,28,25,23,21,316,147,169,3.0,,,,
2324212,,澳门科技大学,Bachelor of Business Administration (Fin,3.77/4,,Banking and Finance,,UZH,7,7.5,8,6,5.5,,,,,,317,150,167,3,,,,
2324222,,双非,城乡规划,3.4,,,,,,,,,,98,29,27,21,21,320,157,163,3,,,,
2324233,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,,3.92/4,一段 欧洲 交换 一段 美国 交流 一个 传媒 实习 + 一个 政府 实习 + 一个 环境 非政府 组织 实习 + 一个 金融 实习 一篇 论文 发表 几段 几段 国际 会议 联合国 志愿者,,,,,,,,,,,,,,,,,,,,,
2324235,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,城乡规划,3.56,,,,,,,,,,,,,,,,,,,,,,
2324232,,University of Toronto,Actuarial Science and Statistics,,,,,,,,,,,,,,,,,,,,,,,
2324228,,双非,,,,Economics,,德国,,,,,,,,,,,,,,,,,,
2324220,,UBC,History,Class1,,,,,7.5,8.5,8.5,7,6.5,,,,,,,,,,,,,
2324241,,海本,中文系,3.89/4,,,,,,,,,,115,30,30,28,27,323,163,160,5,,,,
2324237,,武汉大学,物理,3.81/4.0,本科 是 武汉大学 和 法国 里昂 一大 + 的 双 文凭 项目 没有 在 法国 学校 跟着 老师 做过 一次 科研 实习 一 开始 没有 考虑 申 美国 的 学校 对 拥有 欧洲 文凭 的 学生 也 不是 必须 的 所以 就 没有 考 法国 的 工程师 考试 准备 起来 比较 麻烦 而且 也 不 太 喜欢 巴黎 所以 大部分 申请 的 都 是 欧洲 其他 国家 的 学校,,,,7.0,7.5,8.0,6.5,6.0,,,,,,,,,,,,,
2324230,,双非,电子信息工程,3.58/4.00,,,,,,,,,,102,29,26,21,26,324,155,169,3.5,,,,
2324239,,211 & 985,法学,S,,,,,,,,,,,,,,,,,,,,,,
2324277,,双非,建筑学,3.84/4.0（3%）,有 几个 不 知名 竞赛 获奖 论文 非核心 篇,,,,,,,,,110,28,30,25,27,318,154,164,3.0,,,,
2324242,,双非,经济学,,,Quantitative Risk Management,3.83,Ohio State University,,,,,,,,,,,,,,,,,,
2324281,,211 & 985,建筑学,,,,,,,,,,,100,27,27,21,25,310,143,167,3,,,,
2324279,,211 & 985,建筑学,,,,,,,,,,,100,27,27,21,25,310,143,167,3,,,,
2324286,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,材料科学与工程,88.45/100. 7/105,本 专业 成绩 不错 有国奖 心理学 相关 的 研究 有 两段 目前 又 开 了 一个 大创 但 都 不是 发展 心理学 相关 的 分别 是 文化 心理学 认知 心理学 还有 教育 心理学 的 研究 没有 很 相关 的 课程 基础 这个 是 本人 最大 的 短板 选修 了 学校 几门 通识 心理 课 还有 两门 统计 课,,,,,,,,,112,27,30,25,30,323,155,168,3.5,,,,
2324300,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,公共事业管理,86.75,校 二等 校优 和 国励 奖 上海市 大创 校级 水 项目 若干 基层 政府 一年 实习 暑期 交流,,,,,,,,,,,,,,,,,,,,,
2324288,,211,经济学＋传媒双学位,84/100，3.47/4.00，B,大龄 工作 年 覆盖   政府 互联网 旅游 但 没有 教学 和 科研 经验 本科 时候 没 想着 出国 成绩单 不太美 数学 统计 类 科目 都 是 刚 踩 及格线 在校 也 只有 学生会 和 班级 活动 经历 无 研究 背景,,,,7.5,8.5,8,6.5,7,,,,,,,,,,,,,
2324308,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,小语种,3.20+(WES),三段 水 实习 - ++ 五百强 部门 还有 若干 志愿者 经历 没有 什么 比赛 奖学金,,,,,,,,,,,,,,,,,,,,,
2324290,,211,计算机科学与技术,3.13/5.0,末流 两段 外企 实习 一个 实验室 项目,,,,7,7.5,8.5,5.5,6.0,,,,,,,,,,,,,
2324321,,Longgang University,Economics,3.62,视频 笔试 视频 面试 接到 系里 的 非正式 前 就 得 接,Economics (MA),3.73,Duke University,,,,,,,,,,,333,163,170,4.5,,,,
2324302,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,经济学类/金融学方向,3.72,,,,,,,,,,111,29,25,28,29,326,156,170,4.0,,,,
2324330,,211 & 985,能源与动力工程,3.44/4 水算法,大龄青年 三无 连 推荐信 都 没交,,,,,,,,,,,,,,326,156,170,3.5,,,,
2324327,,211,城乡规划,3.6/5,三个 国内 竞赛 小 奖 国家级 大创 一篇 水 论文,,,,,,,,,92,28,24,20,20,,,,,,,,
2324319,,211 & 985,预防医学,3.96/4 WES,有 研究 没 文章 会议 中 摘要 两篇 实习 医院 老师 推荐 的 研究 中心 前 两个 很水个 月 边学边 用能 写 小型   一封 统计 课 老师 推荐信 一封 带 项目 毕业论文 导师 老板 一封 研究 中心 主任,,,,,,,,,108,30,30,23,25,320,154,166,4,,,,
2324336,,,,,,,,,,,,,,,,,,,,,,,,,,
2324357,,中国人民大学,,3.8/4,  交换 一年,,,,,,,,,114,29,30,25,30,,,,,,,,
2324361,,THU,人文,90,,,,,,,,,,111,30,28,24,29,334,168,166,4.0,,,,
2324364,,中山大学,物理学,3.3,无奖 无 论文 无 比赛 英国 暑期 交流 两段 科研 全,,,,,,,,,98,28,25,23,22,330,160,170,3,,,,
2324372,,,,,,,,,7,7.5,8,7,6,,,,,,,,,,,,,
2324340,,211,教育学,85.11（wes3.61）,,,,,,,,,,102,28,26,23,25,325,159,166,4.0,,,,
2324369,,双非,环境科学,85/100,四年 一遇 的 收到 第一封 拒信 再 等等 其他 学校 的 消息 吧,环境工程,3.83/4.0,University of Florida,,,,,,,,,,,312,147,165,3,,,,
2324375,,,,,,,,,,,,,,,,,,,,,,,,,,
2324377,,双非,建筑学,,,,,,,,,,,110,30,28,24,28,326,156,170,3.5,,,,
2324385,,双非,国际商务,百分制87.5，WES3.5,,,,,,,,,,,,,,,,,,,,,,
2324390,,211,Econ,3.8/4.0,,Econ,,,,,,,,,,,,,,,,,,,,
2324400,,WPI,Interactive Media and Game Development,/,,,,,,,,,,,,,,,327,160,167,3.5,,,,
2324406,,211,汉语言文学（师范）,3.06/5.00,,,,,,,,,,,,,,,,,,,,,,
2324394,,211,法学,gpa 3.8/4,有 年 模拟 法庭 经历 年 年 小众 模拟 法庭 比赛 年 比赛 都 有 获奖 最佳 书状 年 全球 总决赛 两段 红圈律 所 实习 学生会 主席 主要 申请 的 都 是 国际公法 方向 和 自己 的 兴趣 经历 都 比较 契合,国际法,gpa 3.8/4,211,,,,,,,,,,,,,,,,,,
2324426,,國立台灣大學,公共衛生（主修:生物統計）,3.5/4.0,,,,,,,,,,103,28,26,22,27,319,152,167,3.0,,,,
2324403,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,Marketing,3.4+,,,,,,,,,,,,,,,,,,,,,,
2324424,,211 & 985,生物,81.3,,,,,,,,,,102,28,29,22,23,324,154,168,3,,,,
2324382,,211 & 985,教育技术学,91.03/100 3.93/4.0 (WES),篇水 会议 论文 校 一等 奖学金 份 研究 经历 包括 毕业论文 本基 项目 份 专业 相关 实习 经历 份 志愿 经历 份 海外 交换 经历,,,,,,,,,107,30,29,23,25,324,155,169,3.5,,,,
2324428,,非主流海本,国际事务,4.3/5（top10%）,中文 核心 发表 一篇   交换 一年 大学 奖学金 累计 几十万 美国 东亚 研究 智库 一段 交换 学校 研究所 一段 四五 段 多 地 政府 项目 及 志愿者 经验,,,,8,9,7.5,7.5,7,,,,,,,,,,,,,
2324432,,浙江大学,生物医学工程,3.91/4,,,,,7,8,8,5.5,5.t,,,,,,325,155,170,3,,,,
2324458,,211 & 985,经济学,3.36/4.0(WES),四段 教育 方面 的 实习 其中 有 一段 三年 多 的 参与 创业 的 经历 四段 经历 剑桥大学 暑校 哥 大暑 校 三段 校内 活动 志愿者 经历 以及 一些 大大小小 的 奖项,,,,,,,,,,,,,,319,154,165,3.5,,,,
2324466,,211 & 985,电子信息工程,"90.57,4/94",年 毕业 不 知道 为啥 没有,,,,7,8.5,6.5,6,6,,,,,,,,,,,,,
2324452,,中美2+2,管理学,3.9,昨天 来 了   和 有点 贵 这个 项目 录取 的 有点 迷 听说 中国 人蛮 少 收到 录取 的 伙伴 求 交流 啊,,,,,,,,,,,,,,326,157,169,3.5,,,,
2324446,,双非,国际经济与贸易,,,,,,,,,,,98,24,26,22,26,322,154,168,3,,,,
2324450,,211 & 985,风景园林,,没什么 竞赛 奖项,,,,,,,,,,,,,,,,,,,,,
2324507,Chemistry（化学）                    880(95%),上海科技大学,化学,"3.69/4.0, 2/18",,,,,,,,,,101,28,23,25,25,327,157,170,3.5,,,,
2324521,,211 & 985,自动化,85.5/100 前20%,有 三次 校内 小 奖学金 一次 美赛 奖 一次 水 实习,,,,6.5,7.5,6,6,6,,,,,,,,,,,,,
2324490,,双非,,AA+,,,,,,,,,,103,26,28,23,26,,,,,,,,
2324524,,,GIS,3.7+,有 几段 科研 无 论文 一份 强推 + 海外 交流,,,,,,,,,,,,,,,,,,,,,
2324527,,深圳大学,法学,80.2/100,有 互联网 中厂 法务 实习 经历 工作 主要 是 知产 强央企 实习 经历 暑校 法律 课程   在校 期间 获得 三项 奖学金,,,,7,8.5,8,6,6,,,,,,,,,,,,,
2324479,,清华/北大/中科大,国际政治经济学,3.7（WES）,海外 本科 双学位 中外 商会 负责人 在职 跨国企业 海外 管培生 工作 + 自主 创业 合伙人 + 媒体 水 实习 + 海外 志愿者 创业 大赛 全国 十强 校园 工作 若干 校级 奖学金 奖励 若干 推荐信 一封 本科 导师 学院 副 院长 一封 校办 科技园 负责人 一封 商会 负责人,,,,,,,,,105,28,29,23,25,320,157,163,3.5,,,,
2324570,,清华/北大/中科大,法律,S,,,,,,,,,,,,,,,,,,,,,,
2324455,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,英语,3.75,一段 管理 咨询 一段 四大 咨询 一段 国际 组织 一段 一堆 国际交流 活动 无 论文   无 奖学金   无牛 推,,,,,,,,,113,30,30,26,27,327,158,169,3.5,,,,
2324575,,985 211,统计学,3.75/4,校级 奖项 若干 美赛 奖水 科研   无 论文 一份 量化 的 数据分析 岗 实习   一份 网易 实习   一份 独角兽 企业 部门 正式 工作 两个 月,,,,,,,,,,,,,,,,,,,,,
2324574,,双非,自动化,87 5/163,,,,,,,,,,104,29,27,27,21,324,156,168,3.5,,,,
2324578,,The University of Hong Kong,Accounting and Finance,,,,,,,,,,,,,,,,,,,,,,,
2324552,,211,英语师范,3.01/4,三年 公立 初中 工作 经历,,,,7.5,9,8,7,6.5,,,,,,321,155,166,3.5,,,,
2324579,,末流985。。。,飞行器设计与工程,87,,,,,6.5,7.5,6.5,6,6.5,,,,,,,,,,,,,
2324584,,211,生物科学,3.39,无 论文 三段 科研 经历 国外 三个 月 暑研 导师 推荐信 国内 实验室 导师 推荐信 应该 都 是 强推,,,,,,,,,92,23,21,24,24,321,168,153,3,,,,
2324602,,,,,,Language Studies,3.65/4,City university of Hong Kong,7.5,8.5,8.0,6.5,6.5,,,,,,,,,,,,,
2324595,,211 & 985,风景园林,3.62,港 大暑 校 一个 国际展览 一个 国内 展览 一个 企业 水 奖学金 一个 校际 竞赛 很 早就 考过 了 语言 但 时间 还是 没有 规划 好 浪费 了 很多 时间 最后 文书 做 的 手忙脚乱 堪堪 申完 了 中间 次 怀疑 自己 做 不 完 或是 会 被 全聚德 反复 崩溃 至今 耿耿于怀 因为 的 传说 没申 … … 酸成 了 炸 柠檬 我 真的 好 傻 先放个 刚 到手 的 希望 后面 有 更 多 更 多 更 多,,,,,,,,,,,,,,316,,,3.0,,,,
2324587,,211,社会学,3.60/4,,,,,,,,,,95,27,20,23,25,,,,,,,,
2324593,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,化学工程,3.81/4.0 wes,,临床医学,3.55/4.0 wes,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,,,,,,103,30,25,22,26,325,158,167,3.5,,,,
2324624,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,园林,3.67/4.0 专业3.85/4.0,,,,,,,,,,107,28,30,26,23,,,,,,,,
2324611,,211 & 985,风景园林,,,,,,,,,,,,,,,,,,,,,,,
2324634,,211,商务英语,wes3.7,,,,,,,,,,,,,,,322,,,3.5,,,,
2324606,,双非,计算机科学与技术,3.0/4.0,和 大佬 没法 比 和 的 成绩 太辣 眼睛 自己 都 看不下去 两段 全职 研究 经历 但是 和 经济 没 啥 关系 一年 经济 方面 的 助理 研究 一篇 没 发出 来   是   推荐信 都 是   写 的 但是 是 强推 自我感觉 写 的 很 好,应用经济,3.98/4.0,,,,,,,88,28,20,19,21,310,145,165,3,,,,
2324635,,211,法律 西班牙语,S,了 一年 在 一家 不 知名 小所 工作 大半年 ～,,,,,,,,,100,28,24,24,24,,,,,,,,
2324706,,美本top30,East Asian Studies,3.5/4.0,美本 美高   学校 推荐 拿 奖学金 在 日本 交换 过 在 日本 做过 自己 领域 相关 的   没有 发表 过 的 论文 实习 若干 比较 相关 的 就是 纽约   的,,,,,,,,,,,,,,320,160,160,4.5,,,,
2324648,,,风景园林,3.65/4.0 wes3.7/4.0,应该 是 项目 但 我 没 找到 这个 选项,,,211 & 985,,,,,,105,28,28,23,26,321,152,169,3,,,,
2324672,,211 & 985,城乡规划学,3.84/4.0,,,,,,,,,,,,,,,,,,,,,,
2324719,,,金融,3.74,,,,,,,,,,,,,,,325,158,167,3.5,,,,
2324781,,211 & 985,景观,,,,,,,,,,,,,,,,,,,,,,,
2324793,,双非,通信工程,78,,Business Analytics&Management; Science,,英国硕士,7,7,8,6.5,6.5,,,,,,,,,,,,,
2324825,,双非,物流管理,85.16/100,,,,,6,6.5,5.5,6.0,6.0,,,,,,,,,,,,,
2324826,,清华/北大/中科大,法学,3.7+,英国 交换 一次 律所 实习 一次 模庭 推荐信 为 学院 老师 实习 老板 和 交换 时 的 老师,,,,,,,,,110,30,30,24,26,,,,,,,,
2324815,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,小语种,前三年加权78/100 算术82/100,无雅申 外办 实习   省级 国际 志愿 活动,,,,,,,,,,,,,,,,,,,,,
2324792,,东南大学,电子科学与技术,3.2/4.0,,,,,,,,,,93,29,22,19,23,319,152,167,2.5,,,,
2324785,,985,控制科学与工程,3.65/4.00,,,,,,,,,,,,,,,,,,,,,,
2324828,,双非,物流管理,85.16/100,,,,,6,6.5,5.5,6.0,6.0,,,,,,,,,,,,,
2324863,,广州商学院,法学,平均成绩80.72,,,,,7,6.5,8,7,5.5,,,,,,,,,,,,,
2324862,,Unviersity of Iowa,International Studies BA (East Asia),GPA 3.95/4,大学   两次       有 一些 大大小小 的 奖项 背景 和 成绩 还有 面筋 等等 过程 在 这里 都 有 写,,,,,,,,,,,,,,,,,,,,,
2324840,,211 & 985,国际经济与贸易,86.3,校 奖学金 竞赛 省级 小 奖 三段 实习 银行 互联网 强   科 通过,,,,7.5,9,7.5,6.5,7,,,,,,,,,,,,,
2324890,,211,建筑学,3.4/4 23/119,国内 竞赛 一等奖 国内 竞赛 优秀奖 若干,,,211,,,,,,95,28,21,23,23,300,147,153,3.5,,,,
2324870,,,Civil Engineering,88.3/100,,,,,,,,,,106,30,30,23,23,330,160,170,3.5,,,,
2324886,,,,,,,,,,,,,,,,,,,,,,,,,,
2324887,,双非,药学,3.37/4 ，均分约85,一个 大创 另 一段 半年 实验室 经验 每年 都 有校 奖学金 两个 作带 名 已 发表 综述,,,,6,7,6,5.5,5.5,,,,,,,,,,,,,
2324874,,211 & 985,建筑学,4.49/5,本科毕业 就 工作 三年 半 至今,,,,,,,,,99,28,27,21,23,311,149,162,3.0,,,,
2324882,,211 & 985,人文地理与城乡规划,3.8/4,无 论文 几个 水 实习 一个 奖学金,,,,7,8.5,8,6,6,,,,,,,,,,,,,
2324871,,211 & 985,生物,,,,,,,,,,,,,,,,,,,,,,,
2324897,,211 & 985,风景园林,3.3,本科 年制,,,,,,,,,84,23,19,22,20,303,142,161,3.0,,,,
2324892,,211,经济学,AA,非法 本 评级 内所 非诉 工作 年 +,法硕,S,211,,,,,,,,,,,,,,,,,,
2324893,,211,环境设计,3.92（wes）,三段 实习 两个 小 奖学金 个 展览 经历       推荐信 是 自己 学校 老师 和 实习 负责人 没有 出版物 或 发表 无 竞赛 获奖 文书 和 网申 是   决定 去 哪里 后补 作品集 链接 奥 ～,,,,,,,,,103,28,24,24,27,,,,,,,,
2324895,,985,遥感,3.51,,,,,7.5,9,8,6.5,6,,,,,,,,,,,,,
2324911,,,,,,,,,,,,,,,,,,,,,,,,,,
2324913,,211&985,计算机科学与技术,,,,,,,,,,,,,,,,,,,,,,,
2324908,,双非,建筑,3.6,在 美国 有 四年 工作 经验 获得 过 两个 奖项,March II,3.66,,,,,,,100,27,27,22,24,,,,,,,,
2324906,,双非,英语,3.9,,,,,,,,,,,,,,,,,,,,,,
2324929,,西南财经大学,金融学（CFA实验班）,3.4/5.0,有 一段 公司 金融 研究 经历 四段 实习 中国银行 市级 分行 券商 营业部 券商 研究所 行研 期货 公司总部 一级,,,,,,,,,110,30,30,25,25,324,155,169,3.5,,,,
2324925,,武汉大学,水利水电工程（英文班）,3.68/4.0; 87.5/100; Ranking:5/27,无论 文水 实习 水 科研 数模 国赛 挑战杯 + 其他 水赛 + 专利 + 甲奖加 专项 经济学 双学位,,,,7.5,8.5,8.5,6.5,6.5,,,,,,318,150,168,3.5,,,,
2324923,,,,,,,,,,,,,,,,,,,,,,,,,,
2324916,,211,数学与应用数学（金融数学实验班）,3.6/5.0,一篇 在 投二作 论文 竞赛 经历 不 很多 感觉 主要 还是 看 和 吧,,,,,,,,,,,,,,,,,,,,,
2324919,,211 & 985,社会保障,86.5/100,同时 还 申请 了 的 已 拿到 并 接受 的 给 的 科研 情况 一篇 三作 三篇 导师 外一作 两个 大学生 创新 项目 负责人 两次 全国性 中文 会议 的   参与 一个 省级 项目 和 一个 国 社科 青年 项目   社会 实践 三个 产品 创新 比赛 的 全国 级奖 二等 特等 和 优秀奖 某 大型 金融 公司总部 实习 有套 磁 方向 与 老师 兴趣 在 研 项目 完全一致 月初 与 老师 通过 电话 给 老师 看 了 两次 老师 给 了 很 中肯 的 意见 并且 说 我 很 努力 因为 老师 很 很 喜欢 老师 的 方向 一 开始 是 把 作为 准备 重点 的 港府 第一 志愿 也 是,社会保障,88.4/100,211 & 985,6.5,7,7,6,6,,,,,,,,,,,,,
2324915,,211,,88/100,,机械工程,,,,,,,,107,29,30,23,25,327,159,168,3,,,,
2324939,,211,财政学,85.43/100,一 会计师 事务所 实习 一 银河证券 研究部 一 招商 证券 康奈尔大学 暑校 两中财 教授 推荐信 一投行 推荐信 大创 北京 立项 水 论文 若干 若干 校内 学生 活动 队长 或 部长,,,,,,,,,105,30,23,25,27,325,157,168,3.5,,,,
2324944,,美国top50,经济数学双专业,3.9+,,,,,,,,,,,,,,,336,167,169,5,,,,
2324950,,双非,土木工程,87.78/100 2/143,,,,,,,,,,,,,,,315,,,3.5,,,,
2324983,,211 & 985,材料科学与工程,"88, ranking 2/10",     ,Materials Science,,ETH,,,,,,,,,,,,,,,,,,
2324947,,中央财经大学,财政学,85.43/100,一 会计师 事务所 实习 一 银河证券 研究部 一 招商 证券 康奈尔 暑校 大创 北京 立项 水 论文 若干 水 比赛 若干 学生 活动 若干 部长 队长 两 本校 教授 推荐信 一投行 推荐信,,,,,,,,,105,30,23,25,27,325,157,168,3.5,,,,
2324941,,中国传媒大学,文化产业管理,3.6,,,,,,,,,,103,29,28,22,24,319,156,163,3.5,,,,
2325003,,双非,金融学,3.4,  二作             年国奖 无 实习,金融学,3.2,211,,,,,,,,,,,,,,,,,,
2324989,,211 & 985,热能与动力工程,80/100,,,,,,,,,,27,7,8,6,6,,,,,,,,
2324932,,211 & 985,法学,90/100,竞赛 大 创校 奖 交流 志愿 活动 法院 律所 实习 月 中旬 发邮件 补充 说明 通过 法考 和 参加 投服 中心 研究 项目,,,,,,,,,106,29,25,25,27,,,,,,,,
2325005,,双非,建筑学,81/100,,,,,,,,,,,,,,,,,,,,,,
2325032,,"University of California, San Diego",Math&Econ;,3.8,一大 牛 推一 小牛 推一 强推 强 不 重要,Economics,3.85,Columbia University,,,,,,,,,,,,,,,,,,
2325019,,211 & 985,IE,87+,比赛 省级 以上 个 无 实习 无 论文,,,,,,,,,,,,,,,,,,,,,
2325034,,211 & 985,农林经济管理,3.65,,,,,,,,,,,,,,,320,150,170,3,,,,
2325012,,211,物流管理,3.2,,,,,7,7.5,8,6,6,,,,,,,,,,,,,
2325042,,华中科技大学,生物信息学,3.83/4.0,三作 一篇 竞赛 团队 金奖 国创 负责人 华大基因 短期 实习 一个月 学期 交换  ,,,,,,,,,104,25,28,23,28,,,,,,,,
2325089,,,,,   ,,,,,,,,,,,,,,,,,,,,,
2325064,,,,,三片 一段 哥大 暑期 科研 有 几段 校内 研究 有 一个 省奖,电子信息,3.37,985,,,,,,104,28,29,23,24,321,151,170,3.0,,,,
2325051,,211 & 985,数学与应用数学,89/100,申请 的 时候 论文 还 没有 发表 校级 奖学金 和 一些 小 奖 校级 科研 个 和 中科院 实习 个,,,,7,8,8,6,6.5,,,,,,318,148,170,3.5,,,,
2325091,,City University of Hong Kong,Finance,1st class honour,没用 上 懒得 考年 非 法律 工作 经验 过法 考港本 无 雅思 月初 提交 申请,,,,,,,,,,,,,,,,,,,,,
2325058,,双非,室内设计,3.13/4,获 亚洲 设计 学年 奖 毕业设计 全系 第一,,,,6.5,7.5,6,6.5,6,,,,,,,,,,,,,
2325103,,华中科技大学,药学,3.91/4,一作 一些 海外 交流经验,,,,7.5,8.5,8.5,7,6.5,,,,,,,,,,,,,
2325125,,双非,数学与应用数学,3.5/4,,,,,,,,,,,,,,,,,,,,,,
2325109,,德本,Chemistry and biochemistry,1.28 德国算法 排名前5%,可能 都 是 德语系 国家 所以 近水楼台先得月 ？ 完全 算不上 出彩 的 背景 德本 在 慕尼黑 无 在 教授 做 了 年 一个 药企 企业 实习 均分 - 排名 前 教授 两封 推 跟 院长   比较 熟 听说 很少 录 化学 陆本 ？ 还 能 拥有 中国 同学 吗,,,,,,,,,,,,,,,,,,,,,
2325080,,清华/北大/中科大,法学,3.48/4,,,,,7,8,7.5,6.5,6,,,,,,,,,,,,,
2325135,,211,法学,3.5+/4.0,有 竞赛 获奖 和 奖学金 工作 时间 年 +,国际法,3.35/4.0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,,,,,,,,,,,,,,,,,,
2325134,,清华/北大/中科大,,,医药 相关 专业 有 一段 比较 长时间 的 美国 交换 经历 有 几段 实习 但 我 觉得 也 不是 太 硬核 聊胜于无 而已 而且 似乎 不太看 这个,,3.62/4.0,清华/北大/中科大,,,,,,,,,,,323,153,170,4,,,,
2325150,,清华/北大/中科大,新闻,3.62/4.00,无   无   无,MS(c) BA,3.78/4.30,HK某校,,,,,,108,29,29,24,26,325,158,167,3.5,,,,
2325148,,211,,,无,,,,,,,,,,,,,,,,,,,,,
2325102,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,港口航道与海岸工程,85,毕业 年份 米 有 选项 ？ 米 有 论文 大概 的 样子 抱 了 课题组 师兄 师姐 们 的 大腿 大概 年前 老师 就 说 签 了 了 月 研究生院 才 发邮件,,,,,,,,,,,,,,,,,,,,,
